bias	x,y,class
1	-158.88786097024644,-178.06851209228708,0
1	-74.11234146685996,33.763423297867746,0
1	71.79658075931826,-156.96369013753258,0
1	26.392106330134595,-26.20475926638815,1
1	-116.79588923590745,191.46143233116936,0
1	41.85755799227553,-204.6797857923705,0
1	220.92548780381225,-157.35671831437566,0
1	-211.48089880776934,-237.86914720603386,0
1	65.11363068384884,173.05260279391575,0
1	-158.8254692255629,-131.52837338883677,0
1	-156.26825783879906,-60.612146402020784,0
1	55.422753720162575,200.09805266516565,0
1	30.207293260902077,115.61370139581436,0
1	80.58932941101517,-73.57778707122924,0
1	185.52242629675345,-214.598201780135,0
1	91.6001027680511,208.9520554728541,0
1	-77.58769872962478,-115.35263431277858,0
1	75.13188246930372,175.9702496678235,0
1	247.1519949116369,-102.562887403491,0
1	165.04038222276483,200.51926243233703,0
1	-3.836807727438668,20.016220387879798,1
1	-72.56356802410014,33.675549107285235,0
1	3.660614543625826,187.8220999980531,0
1	-166.6700304204408,201.674407854516,0
1	-174.97199134835023,206.30491500160286,0
1	229.71384933808343,168.84431360584705,0
1	-6.3394335387976355,-237.0924268349985,0
1	138.51175838854238,-219.61832316102192,0
1	17.47806719864201,63.89601839727396,0
1	-72.00136127673395,-158.0958300381553,0
1	205.64847394236835,-27.849647875771666,0
1	-104.53355991704288,-243.20588333923436,0
1	101.4543420814116,82.37022125364996,0
1	-197.96528138972758,213.9699285209008,0
1	166.11175408829428,-116.73892162039755,0
1	-196.80269147054418,-181.55624950978017,0
1	-27.094158046777835,-172.41453405268592,0
1	-159.91580699852108,249.6043914457773,0
1	-44.60776242211895,142.3119523658554,0
1	-89.68087780893268,204.8612352288526,0
1	-163.6333677337641,-205.03290079792401,0
1	-228.3900485003607,-183.7639585741614,0
1	-246.9421288604982,-244.03364618717958,0
1	227.6413148744901,31.67917340332525,0
1	-17.53193757434201,235.77710006154564,0
1	223.63680034820214,-53.334057031109154,0
1	96.60711709422492,-14.028130717431196,0
1	-208.6445381244325,34.01271244073206,0
1	188.92178285423444,107.90720121512021,0
1	-234.23835275072545,87.53216561967434,0
1	194.44571536777732,38.756982516986625,0
1	-27.247280166870667,11.138013369881946,1
1	168.16394179016845,200.48833010995895,0
1	-142.13203151981784,16.846031632788197,0
1	221.16581063078985,201.93914056830408,0
1	6.658296789794747,22.453958677353512,1
1	-161.7582208843923,-124.39659508350104,0
1	179.94476066394407,-131.83360172785086,0
1	-12.140620715559947,9.76663023181709,1
1	240.33052199354796,121.15470402110532,0
1	-173.8680346789414,144.56533904258225,0
1	-246.72459584442586,-9.32708808191262,0
1	-119.40649961987066,-115.43766212912314,0
1	72.21297260773059,56.21448809619727,0
1	39.55901710697526,17.65195730195336,1
1	17.515085754185804,-143.71827573918034,0
1	-106.40621995267668,-203.27648474439448,0
1	102.77206506115641,-191.03090002876928,0
1	171.62877621490077,-225.76642400399805,0
1	-58.08586396453052,242.21784530656475,0
1	-5.389055698814531,113.77849627897712,0
1	153.25407610067043,-94.13890346059011,0
1	-188.05081605114225,-101.46032295307927,0
1	-181.83733886977586,-201.6577482432728,0
1	83.51944973537991,101.25239542414283,0
1	-161.71012071854656,196.35535731331333,0
1	-54.06262417981267,-223.07130682364712,0
1	-137.43044347617297,-90.70213024008171,0
1	-89.46952665552348,24.775588374260906,0
1	133.57110341353695,-59.30933712062202,0
1	230.80543592796516,167.52849189525602,0
1	-37.89271844671816,80.95573426893748,0
1	-208.76253977568248,212.71558314093068,0
1	167.5704555656868,-104.55070326656008,0
1	-176.7928459285517,248.75757566323807,0
1	56.68441759829585,151.34808663375878,0
1	142.3207757855642,-158.62693368948823,0
1	-92.5237335365573,-186.90494064192416,0
1	-122.79336112535239,-26.064889691529544,0
1	115.82319754528805,79.23529776359868,0
1	70.51295156250467,-191.6918039171197,0
1	-174.01803738050864,220.12070944606234,0
1	-47.56214534810766,43.44779655489259,1
1	142.22198674782885,236.79203481565156,0
1	-57.754983107769334,227.85375164397277,0
1	-131.70943849136546,168.91945671696413,0
1	-13.2347426401233,68.55761277565051,0
1	49.064885784489434,83.97019839848832,0
1	-142.20722879410317,52.622114448822856,0
1	-131.98377074705354,-229.02118448267422,0
1	-67.70069440667297,72.94159787630048,0
1	43.56726745052811,-202.69551967676864,0
1	-217.34875504882177,-11.986163651251218,0
1	-83.31515352726976,-208.76250478539345,0
1	-113.99754438982589,-188.0746032040168,0
1	159.12785072480636,-244.86993085382917,0
1	228.3224976616949,-152.11029727941946,0
1	241.56588818222065,-219.27553254373672,0
1	178.8962045022326,-177.42367910133407,0
1	88.43621159643124,-141.3890426220109,0
1	-11.074101293614973,153.88920544284804,0
1	102.02925431176436,106.82876192678685,0
1	110.39051422501689,-44.67645524908005,0
1	-24.40853073637038,-199.7787471784992,0
1	7.170969861662911,34.483615993753006,1
1	117.76549350637163,53.31998944042101,0
1	40.41435459579412,-217.49355723242175,0
1	230.49712758097706,-110.229432198078,0
1	166.55273045292336,-207.62975024019426,0
1	100.85556894928561,222.85952254400843,0
1	190.8236975276164,211.09490339120657,0
1	221.50405021652853,-108.08016399080711,0
1	-98.69075219594902,-127.76112635870513,0
1	185.04963511441179,-195.81409026733903,0
1	-222.61905467935418,-94.56256918903017,0
1	-114.79183415439664,23.306833512795208,0
1	172.69926050584803,117.4799762549876,0
1	-225.95083048079633,-246.99757929551464,0
1	104.20685372713564,-147.88432560836273,0
1	215.81239845836689,-141.59576161431232,0
1	-247.11939780409614,174.06598781572166,0
1	-222.2079125960812,-119.2621455908886,0
1	161.58312612713166,51.864786019381484,0
1	237.2919610464507,191.42610690068977,0
1	-228.33024197542906,39.485842797549196,0
1	-24.641627590447968,138.56859740802156,0
1	126.14954098976807,207.7739259667631,0
1	-60.22271559388537,101.59575210982018,0
1	71.24893224664197,93.97143767051455,0
1	234.70305436123,10.497838148288338,0
1	242.02320612560732,78.5583080877343,0
1	-2.2949873283245097,-144.50819259518232,0
1	3.2421065039143286,145.88565006215413,0
1	-19.259410022437038,167.58338591861968,0
1	1.1756947251507768,166.65255838267478,0
1	188.84966428194645,15.328190617265989,0
1	161.9767672438362,-223.38945223108658,0
1	-159.64624202740583,152.84525190562778,0
1	152.72457368577352,215.82866195556602,0
1	-240.48600223277262,93.6238489149793,0
1	-69.06022241544235,-132.16167916272087,0
1	-83.88696392972932,-237.3075136103997,0
1	206.94389966854163,227.31852563548915,0
1	-162.26500716813928,237.74710671816092,0
1	-111.34062642085001,-9.287009303954477,0
1	-182.76421508028392,-202.6618180521389,0
1	44.51289535939003,240.38034135534747,0
1	217.81667536515113,247.09208808417344,0
1	109.48835603822943,41.38610655572489,0
1	-75.38562740696764,162.0223604129862,0
1	-32.846552307553225,-99.87804481809886,0
1	-174.44835360181622,-121.56913634078009,0
1	165.54046129233768,-15.12967652075946,0
1	-206.07255023381373,120.63120154608913,0
1	-25.87779058929212,-133.25702805215337,0
1	-60.8084572668312,-169.06478711242977,0
1	118.4258244920328,159.88439695460426,0
1	-140.36466339339992,-101.07027213211217,0
1	-26.44708645486037,-10.545365124074124,1
1	-120.57931492782254,-35.804577517008994,0
1	-107.48041765878651,-141.33848211788447,0
1	89.30126968228097,-226.50044415303,0
1	21.602214645561673,191.06718362649292,0
1	-123.93640739729256,-52.78187094236043,0
1	224.51491606651723,-217.1054983000415,0
1	154.01753689199654,121.7519604731641,0
1	130.09978445014525,83.25954716928737,0
1	-202.37930771969957,-187.71590304347163,0
1	-7.103053852462011,131.69657164552478,0
1	235.30050190659392,35.66095816355778,0
1	-205.95898300079978,183.24833881243114,0
1	-119.27951119038431,-107.76729771240545,0
1	-239.3971843817223,229.20048144347453,0
1	-51.79713028392197,-94.66847641053522,0
1	233.84102689375442,221.50610631857802,0
1	-121.59098257012585,207.6657426627567,0
1	-140.97143549862352,113.42859232532919,0
1	75.7988774799183,-28.702190535179028,0
1	164.35243808810685,175.03219857875325,0
1	143.92943036388323,205.5641516335083,0
1	-39.34765345012815,239.68603935438705,0
1	-8.469293725943288,-24.1773642371964,1
1	-123.11479921711471,-115.87708492315068,0
1	77.28256952783954,-65.92849764845272,0
1	148.16707885700293,181.2112374661496,0
1	-164.3533330714641,20.702128585764115,0
1	183.79136355485542,-38.49533558973371,0
1	-156.26498769751595,214.89904628440638,0
1	-149.29843658971066,-70.78919717727521,0
1	-65.26983507742713,-160.0342661526197,0
1	-13.990140103802219,193.6757624735738,0
1	-33.96911976934308,-77.98118075971766,0
1	23.440610526308376,-173.54248676859936,0
1	208.55782353702034,-96.79349466726046,0
1	192.30888230872364,24.278098947526246,0
1	13.905564208760552,-120.50922006054361,0
1	224.16388675455391,162.77923938944895,0
1	239.26649447562318,171.02925275918983,0
1	111.9014570771871,-215.3814634899564,0
1	191.97978509524938,8.097263941326105,0
1	-37.10159452358192,-184.17261594949935,0
1	-12.573849517162898,-2.5942940262130776,1
1	52.43926331450382,197.1125615621636,0
1	240.91074200291808,-184.71018300533714,0
1	-175.66682445429765,75.27176694985263,0
1	-26.402369197875856,-203.36089324154506,0
1	-182.95695553495443,-196.9877938005779,0
1	-45.117917814627305,128.32218838337883,0
1	248.56529714125844,-60.36263671329729,0
1	59.820203652065004,61.446279899275396,0
1	-96.75812290543416,155.97687843853458,0
1	-224.54830856381784,236.52160623375613,0
1	104.74652369502456,63.508144598095726,0
1	95.56455185971174,155.40302180673274,0
1	-79.91568120096605,14.048639775210859,0
1	232.65983741928738,109.8411969931168,0
1	30.60933515538585,-98.46323913915862,0
1	-77.79791144841076,-146.90459061602718,0
1	-237.39887925154946,183.86323743943325,0
1	-40.50484001252218,-41.352650496516645,1
1	82.64057251429989,174.48114887536462,0
1	81.76353373570089,215.66600826937315,0
1	-202.46857826200142,49.15120011859511,0
1	-6.048757047603658,-89.63027602071426,0
1	-245.50319763800093,103.72221996062143,0
1	59.94152988219605,-167.70122620678907,0
1	75.14817431354828,-121.2225499724718,0
1	108.36147454480778,223.37724203358897,0
1	-173.97022462513974,-50.90063401503829,0
1	-45.22768438714502,41.959054219613904,1
1	128.84015679162883,212.15228726594506,0
1	127.90516153504734,-110.42130811267575,0
1	7.000544436767541,-122.61393484237554,0
1	-53.16705812956286,207.20733921039636,0
1	-247.48045655259594,143.0383267232209,0
1	-150.09059261651294,-238.60816145000933,0
1	53.48713385509279,-182.90737236430732,0
1	-145.21788122128464,68.89466398764887,0
1	71.92641370834684,-208.27689742510523,0
1	-63.57907166235765,1.512787264262414,0
1	-0.4357233784683672,165.75277730620974,0
1	-153.25641135862202,22.222059865717085,0
1	-236.7297730794512,-228.86898512636805,0
1	173.83735889731605,-100.27271295754699,0
1	-226.97843295453845,211.41211994736915,0
1	-111.03342094421544,154.15412620967277,0
1	-203.4014592470431,-125.51748717351019,0
1	218.45319904387424,-118.43563307234729,0
1	-29.325310041946437,53.334632875001205,0
1	-88.22068911446922,130.18947843455163,0
1	216.9988331599884,93.08793298555878,0
1	154.54967475665006,145.4076339031315,0
1	-166.1432873579733,-67.9914957033262,0
1	247.7030207916709,-62.69195216322714,0
1	27.304365407268392,-150.8635048647559,0
1	150.44996226067326,-124.83729562653723,0
1	36.539720028697616,-127.9039275870949,0
1	97.3049798163687,29.969867548523496,0
1	222.3596882595255,-247.46672627619682,0
1	114.93104627395451,154.51903849948462,0
1	-112.60346980570517,-66.00212643995252,0
1	-54.75730915265393,-180.13869116460634,0
1	180.0644763135835,187.66775472733343,0
1	63.86228378034832,-182.09333120763637,0
1	-24.73908448191804,-203.22021581598787,0
1	-223.62164170564742,120.81986760522875,0
1	5.531296125217693,215.42344029517636,0
1	-19.9895052259929,-2.6906288931709526,1
1	115.14881785485994,171.4979183108103,0
1	-105.5022219022348,-27.42969475450795,0
1	245.1782119549045,-34.51616963481686,0
1	82.8818077963918,-118.08632764174436,0
1	-131.7085750158687,17.30480807967473,0
1	-208.63386920574607,-242.3182634726474,0
1	-137.99465706248654,-214.88877965944897,0
1	-34.232066092195964,-146.88455530437693,0
1	-131.4468471897472,-45.04099481883733,0
1	20.748832420591953,-66.13353215410228,0
1	126.84113317341934,139.2806144193753,0
1	214.86545447856247,176.34105032697482,0
1	-51.887257758639066,-26.037627721075864,0
1	-29.58755771905902,33.28004011278671,1
1	207.52625258594776,-204.51740025833027,0
1	-79.16137149602122,-132.08336387502516,0
1	-47.58014019524225,-165.47930888307167,0
1	111.31522743049925,-5.55916004882539,0
1	223.88823866405812,143.13552322624213,0
1	14.928337943594727,142.03074192601815,0
1	201.57945529904993,70.61246196635153,0
1	-73.9673061937028,243.5826010655585,0
1	-155.04387082110583,-43.0709579306932,0
1	227.24689542994662,-228.06313307854543,0
1	102.95754784276556,-51.55841494690628,0
1	-66.45023013898216,105.48397344895596,0
1	60.74010426374451,230.5639859372675,0
1	-16.077776030599182,18.87232979638509,1
1	-203.5316926554811,-18.954197915218458,0
1	192.54970698589653,-210.4682287093886,0
1	21.78033418042969,-54.50588982543337,0
1	130.4101833550884,17.014519684408867,0
1	-71.66040806164438,108.05802689411922,0
1	-175.93016220878076,-29.382788153490225,0
1	-56.344648161638304,209.60927750204155,0
1	234.4040927530255,-7.079065380470325,0
1	-163.07980091448303,-79.73588920081954,0
1	-123.11149001850403,-83.11453837965377,0
1	-103.20154810954267,-63.61469972833561,0
1	96.69799993384709,-24.884135725625214,0
1	-207.47276469862757,52.56655666692899,0
1	186.90466710709296,-98.36002024062412,0
1	-152.8500571023499,-63.3268653863976,0
1	-182.0804022475191,104.36893058136985,0
1	-159.01509420767286,24.402228600749822,0
1	-55.696798945389816,-97.34258923114697,0
1	-82.64541170064416,-220.47811757648523,0
1	-248.12592408217915,56.81713924425844,0
1	-120.79719170189773,246.35090222993165,0
1	-241.53427233268982,-91.53246944681902,0
1	-197.9980930777846,-71.53422345844618,0
1	-131.8822773050274,-46.163434619718345,0
1	-24.747252321585762,-182.68923468772311,0
1	-16.01327042588673,-183.26730059620755,0
1	207.81323393346793,-58.35893944076315,0
1	-218.63052595763344,201.91880137352388,0
1	-32.43942967651881,195.0888544802362,0
1	-73.88300923958695,170.8223804727607,0
1	64.90543626347545,169.33065170896748,0
1	213.35276726307518,243.10859221766788,0
1	-5.364075747768368,-78.1416909422058,0
1	-29.695817120101765,144.6334273261706,0
1	-93.03079424454162,-174.08234888193186,0
1	-242.52724331901953,-128.94399343369116,0
1	-108.24190973543713,109.01634412789832,0
1	-217.9015562594834,-79.77810093974097,0
1	-68.99305567472891,183.07238844824707,0
1	247.19333350589557,219.2905836936937,0
1	-152.16740249869588,159.07261450823268,0
1	-242.81917270347202,91.14646597001962,0
1	-101.08615463603167,-242.45156115317056,0
1	-169.70372625056652,190.21075232117926,0
1	-2.276719193909372,193.7595790309377,0
1	72.27699951426774,218.3626119949759,0
1	66.80763997785965,-172.97593283861477,0
1	5.922741804376017,19.13627216329661,1
1	-181.76558979175218,214.55044349959132,0
1	-169.16772071717338,126.50354953285705,0
1	216.49087583646042,-27.218161713115876,0
1	146.35527196819567,164.78952687407002,0
1	-80.64301849951195,-129.26679902747756,0
1	-56.17034419887324,127.49475105259307,0
1	106.24458831978689,-94.59180778407105,0
1	-12.171903162733486,234.56979178177585,0
1	-136.60788688192466,-24.199112573869314,0
1	-29.52542509739297,-77.78732617852214,0
1	-183.73306005690876,202.8604189884918,0
1	18.601495675529804,119.98419456532952,0
1	4.527241274628011,-48.597715873303684,1
1	-227.43902595643607,245.582801402903,0
1	-111.0548559524322,-157.76589498209228,0
1	-240.6677259315183,59.01611436430363,0
1	-25.860590949944907,144.08852493642775,0
1	157.28515998535528,201.49097920717912,0
1	173.90597866698408,-242.45265970979975,0
1	241.7098977662381,123.48120426314227,0
1	2.826194178541357,-47.009830626668645,1
1	146.65633926539869,18.33312424130804,0
1	134.37452655614555,-59.488531147548485,0
1	51.257117808113776,170.52658478665455,0
1	245.3361672642912,-43.27533661741995,0
1	-83.12595919120807,-91.83990937199627,0
1	-172.4243540151173,240.46922285137413,0
1	-82.11204968551516,243.87804165082224,0
1	55.18829591722886,-145.89085646604144,0
1	-33.3201938843728,236.4148702067497,0
1	131.20338283338117,-155.42540099807067,0
1	228.5243377974254,8.969373565643252,0
1	-170.41877073028033,-219.4908036109951,0
1	-228.71512040553847,83.66309075152026,0
1	191.58227590185692,239.1929486186139,0
1	51.70532538552385,-28.40019305327303,0
1	-246.12565194565695,207.24138269131652,0
1	-133.5388097915557,92.5963940354311,0
1	2.2987801319421237,51.76328735619893,0
1	87.62442844590095,-161.3227931368793,0
1	-33.08185324152734,44.567632243454625,1
1	10.062152885983267,-158.1617588459034,0
1	-34.40651556183283,48.47817282055706,1
1	63.58682385506722,-14.972044084104397,0
1	29.23941698214577,-204.81263506581195,0
1	-88.69249919347038,0.601626098140855,0
1	-35.29094586678988,131.56377007726195,0
1	-15.195322155322714,-185.01553103233624,0
1	188.75246919922364,9.580905699479729,0
1	-93.62978432638525,-34.36939384745136,0
1	7.633002291343132,-185.62380514636956,0
1	-14.626928149688467,-15.396488549989044,1
